Att00206,SM0000,Stu0068,19,7
Att00207,SM0000,Stu0069,5,5
Att00208,SM0000,Stu0069,9,7
Att00209,SM0000,Stu0069,4,6
Att00210,SM0000,Stu0070,10,7
Att00211,SM0000,Stu0070,19,8
Att00212,SM0000,Stu0070,17,9
Att00213,SM0000,Stu0070,9,6
Att00214,SM0000,Stu0071,2,5
Att00215,SM0000,Stu0071,8,7
Att00216,SM0000,Stu0071,16,8
Att00217,SM0000,Stu0072,6,7
Att00218,SM0000,Stu0072,3,9
Att00219,SM0000,Stu0073,3,8
Att00220,SM0000,Stu0073,23,2
Att00221,SM0000,Stu0073,11,8
Att00222,SM0000,Stu0073,7,8
Att00223,SM0000,Stu0073,24,6
Att00224,SM0000,Stu0074,21,8
Att00225,SM0000,Stu0075,6,8
Att00226,SM0000,Stu0075,3,2
Att00227,SM0000,Stu0075,8,5
Att00228,SM0000,Stu0076,2,3
Att00229,SM0000,Stu0076,3,3
Att00230,SM0000,Stu0077,1,6
Att00231,SM0000,Stu0077,6,6
Att00232,SM0000,Stu0077,4,9
Att00233,SM0000,Stu0077,7,7
Att00234,SM0000,Stu0078,6,8
Att00235,SM0000,Stu0078,17,8
Att00236,SM0000,Stu0078,21,4
Att00237,SM0000,Stu0078,11,6
Att00238,SM0000,Stu0078,10,8
Att00239,SM0000,Stu0079,3,6
Att00240,SM0000,Stu0080,18,5
Att00241,SM0000,Stu0080,16,10
Att00242,SM0000,Stu0080,8,5
Att00243,SM0000,Stu0081,31,3
Att00244,SM0000,Stu0082,5,8
Att00245,SM0000,Stu0082,8,9
Att00246,SM0000,Stu0083,9,7
Att00247,SM0000,Stu0083,10,9
Att00248,SM0000,Stu0083,1,5
Att00249,SM0000,Stu0083,11,8
Att00250,SM0000,Stu0084,7,7
Att00251,SM0000,Stu0084,10,9
Att00252,SM0000,Stu0084,6,8
Att00253,SM0000,Stu0085,13,9
Att00254,SM0000,Stu0085,15,6
Att00255,SM0000,Stu0085,25,2
Att00256,SM0000,Stu0085,18,6
Att00257,SM0000,Stu0085,5,7
Att00258,SM0000,Stu0086,1,10
Att00259,SM0000,Stu0086,6,10
Att00260,SM0000,Stu0086,4,8
Att00261,SM0000,Stu0086,5,7
Att00262,SM0000,Stu0086,3,7
Att00263,SM0000,Stu0087,2,2
Att00264,SM0000,Stu0087,1,5
Att00265,SM0000,Stu0087,8,5
Att00266,SM0000,Stu0087,4,5
Att00267,SM0000,Stu0087,6,9
Att00268,SM0000,Stu0088,6,5
Att00269,SM0000,Stu0089,14,7
Att00270,SM0000,Stu0089,4,3
Att00271,SM0000,Stu0089,9,10
Att00272,SM0000,Stu0089,8,5
Att00273,SM0000,Stu0090,12,8
Att00274,SM0000,Stu0090,17,5
Att00275,SM0000,Stu0090,7,8
Att00276,SM0000,Stu0091,3,9
Att00277,SM0000,Stu0092,15,8
Att00278,SM0000,Stu0093,8,9
Att00279,SM0000,Stu0093,13,6
Att00280,SM0000,Stu0093,21,7
Att00281,SM0000,Stu0093,11,7
Att00282,SM0000,Stu0093,31,5
Att00283,SM0000,Stu0094,3,3
Att00284,SM0000,Stu0094,5,7
Att00285,SM0000,Stu0094,4,4
Att00286,SM0000,Stu0095,8,6
Att00287,SM0000,Stu0095,2,6
Att00288,SM0000,Stu0096,4,7
Att00289,SM0000,Stu0097,10,8
Att00290,SM0000,Stu0097,14,6
Att00291,SM0000,Stu0098,7,7
Att00292,SM0000,Stu0098,25,6
Att00293,SM0000,Stu0098,16,10
Att00294,SM0000,Stu0099,2,1
Att00295,SM0000,Stu0099,14,6
Att00296,SM0000,Stu0099,1,8
Att00297,SM0000,Stu0099,19,7
Att00298,SM0000,Stu0099,13,9
Att00299,SM0000,Stu0100,6,9
Att00300,SM0000,Stu0100,8,7
Att00301,SM0000,Stu0100,3,5
Att00302,SM0000,Stu0101,2,7
Att00303,SM0000,Stu0101,3,9
Att00304,SM0000,Stu0101,5,7
Att00305,SM0000,Stu0102,17,9
Att00306,SM0000,Stu0102,5,8
Att00307,SM0000,Stu0102,21,1
Att00308,SM0000,Stu0102,11,10
Att00309,SM0000,Stu0103,14,6
Att00310,SM0000,Stu0103,16,7
Att00311,SM0000,Stu0104,15,5
Att00312,SM0000,Stu0105,5,10
Att00313,SM0000,Stu0105,11,7
Att00314,SM0000,Stu0106,5,9
Att00315,SM0000,Stu0107,1,5
Att00316,SM0000,Stu0107,14,8
Att00317,SM0000,Stu0107,12,5
Att00318,SM0000,Stu0107,7,10
Att00319,SM0000,Stu0107,13,9
Att00320,SM0000,Stu0108,14,6
Att00321,SM0000,Stu0108,10,8
Att00322,SM0000,Stu0108,6,8
Att00323,SM0000,Stu0108,19,6
Att00324,SM0000,Stu0108,11,9
Att00325,SM0000,Stu0109,20,7
Att00326,SM0000,Stu0110,12,8
Att00327,SM0000,Stu0110,19,9
Att00328,SM0000,Stu0110,8,5
Att00329,SM0000,Stu0111,2,9
Att00330,SM0000,Stu0111,3,6
Att00331,SM0000,Stu0112,11,7
Att00332,SM0000,Stu0113,20,3
Att00333,SM0000,Stu0114,9,7
Att00334,SM0000,Stu0114,6,10
Att00335,SM0000,Stu0114,15,5
Att00336,SM0000,Stu0115,11,10
Att00337,SM0000,Stu0115,13,5
Att00338,SM0000,Stu0115,21,7
Att00339,SM0000,Stu0116,16,8
Att00340,SM0000,Stu0116,12,9
Att00341,SM0000,Stu0116,8,6
Att00342,SM0000,Stu0117,7,6
Att00343,SM0000,Stu0117,5,8
Att00344,SM0000,Stu0117,4,4
Att00345,SM0000,Stu0117,8,10
Att00346,SM0000,Stu0118,13,8
Att00347,SM0000,Stu0118,10,5
Att00348,SM0000,Stu0119,21,6
Att00349,SM0000,Stu0119,13,7
Att00350,SM0000,Stu0119,27,7
Att00351,SM0000,Stu0120,19,8
Att00352,SM0000,Stu0121,20,3
Att00353,SM0000,Stu0122,20,5
Att00354,SM0000,Stu0122,22,1
Att00355,SM0000,Stu0123,23,3
Att00356,SM0000,Stu0123,15,7
Att00357,SM0000,Stu0124,27,4
Att00358,SM0000,Stu0125,9,5
Att00359,SM0000,Stu0125,7,5
Att00360,SM0000,Stu0125,28,1
Att00361,SM0000,Stu0126,5,8
Att00362,SM0000,Stu0127,8,8
Att00363,SM0000,Stu0127,18,10
Att00364,SM0000,Stu0127,15,8
Att00365,SM0000,Stu0128,24,2
Att00366,SM0000,Stu0128,2,4
Att00367,SM0000,Stu0128,30,5
Att00368,SM0000,Stu0128,10,6
Att00369,SM0000,Stu0128,26,9
Att00370,SM0000,Stu0129,3,9
Att00371,SM0000,Stu0130,9,5
Att00372,SM0000,Stu0130,1,5
Att00373,SM0000,Stu0130,6,8
Att00374,SM0000,Stu0130,7,5
Att00375,SM0000,Stu0131,4,6
Att00376,SM0000,Stu0131,11,9
Att00377,SM0000,Stu0131,21,6
Att00378,SM0000,Stu0132,6,6
Att00379,SM0000,Stu0132,7,8
Att00380,SM0000,Stu0133,2,6
Att00381,SM0000,Stu0133,9,10
Att00382,SM0000,Stu0133,6,7
Att00383,SM0000,Stu0133,10,6
Att00384,SM0000,Stu0133,4,10
Att00385,SM0000,Stu0134,14,9
Att00386,SM0000,Stu0134,2,7
Att00387,SM0000,Stu0134,12,9
Att00388,SM0000,Stu0135,22,4
Att00389,SM0000,Stu0136,1,6
Att00390,SM0000,Stu0137,3,10
Att00391,SM0000,Stu0138,14,10
Att00392,SM0000,Stu0139,14,8
Att00393,SM0000,Stu0139,8,6
Att00394,SM0000,Stu0139,2,4
Att00395,SM0000,Stu0139,12,9
Att00396,SM0000,Stu0140,4,7
Att00397,SM0000,Stu0141,15,7
Att00398,SM0000,Stu0141,2,10
Att00399,SM0000,Stu0141,1,9
Att00400,SM0000,Stu0142,7,6
Att00401,SM0000,Stu0142,11,5
Att00402,SM0000,Stu0142,4,9
Att00403,SM0000,Stu0142,16,5
Att00404,SM0000,Stu0143,9,7
Att00405,SM0000,Stu0143,16,7
Att00406,SM0000,Stu0144,12,8
Att00407,SM0000,Stu0144,2,5
Att00408,SM0000,Stu0144,19,10
Att00409,SM0000,Stu0144,4,10
Att00410,SM0000,Stu0144,14,9
Att00411,SM0000,Stu0145,5,10
Att00412,SM0000,Stu0145,14,5
Att00413,SM0000,Stu0146,10,5
Att00414,SM0000,Stu0146,7,7
Att00415,SM0000,Stu0146,2,4
Att00416,SM0000,Stu0147,10,5
Att00417,SM0000,Stu0147,22,3
Att00418,SM0000,Stu0147,12,9
Att00419,SM0000,Stu0147,5,10
Att00420,SM0000,Stu0148,4,8
Att00421,SM0000,Stu0148,6,9
Att00422,SM0000,Stu0148,5,10
Att00423,SM0000,Stu0148,13,5
Att00424,SM0000,Stu0148,7,5
Att00425,SM0000,Stu0149,1,6
Att00426,SM0000,Stu0149,5,5
Att00427,SM0000,Stu0149,19,9
Att00428,SM0000,Stu0149,17,7
Att00429,SM0000,Stu0149,10,5
Att00430,SM0000,Stu0150,2,10
Att00431,SM0000,Stu0150,3,5
Att00432,SM0000,Stu0150,1,7
Att00433,SM0000,Stu0151,9,8
Att00434,SM0000,Stu0151,6,6
Att00435,SM0000,Stu0151,4,1
Att00436,SM0000,Stu0151,5,7
Att00437,SM0000,Stu0151,7,6
Att00438,SM0000,Stu0152,11,7
Att00439,SM0000,Stu0152,10,6
Att00440,SM0000,Stu0153,23,10
Att00441,SM0000,Stu0154,1,5
Att00442,SM0000,Stu0154,21,5
Att00443,SM0000,Stu0154,8,5
Att00444,SM0000,Stu0154,10,9
Att00445,SM0000,Stu0155,19,10
Att00446,SM0000,Stu0155,3,8
Att00447,SM0000,Stu0155,27,1
Att00448,SM0000,Stu0156,13,6
Att00449,SM0000,Stu0157,1,9
Att00450,SM0000,Stu0157,23,5
Att00451,SM0000,Stu0157,12,8
Att00452,SM0000,Stu0157,25,10
Att00453,SM0000,Stu0157,17,7
Att00454,SM0000,Stu0158,22,9
Att00455,SM0000,Stu0158,9,8
Att00456,SM0000,Stu0159,30,6
Att00457,SM0000,Stu0159,18,5
Att00458,SM0000,Stu0159,22,4
Att00459,SM0000,Stu0159,2,10
Att00460,SM0000,Stu0159,10,7
Att00461,SM0000,Stu0160,3,6
Att00462,SM0000,Stu0160,4,2
Att00463,SM0000,Stu0160,5,10
Att00464,SM0000,Stu0160,2,4
Att00465,SM0000,Stu0161,11,6
Att00466,SM0000,Stu0161,10,6
Att00467,SM0000,Stu0162,14,8
Att00468,SM0000,Stu0162,21,8
Att00469,SM0000,Stu0163,27,2
Att00470,SM0000,Stu0164,3,6
Att00471,SM0000,Stu0165,3,3
Att00472,SM0000,Stu0166,1,10
Att00473,SM0000,Stu0166,2,4
Att00474,SM0000,Stu0167,8,7
Att00475,SM0000,Stu0167,9,5
Att00476,SM0000,Stu0167,5,10
Att00477,SM0000,Stu0168,14,5
Att00478,SM0000,Stu0168,17,6
Att00479,SM0000,Stu0168,21,6
Att00480,SM0000,Stu0168,13,7
Att00481,SM0000,Stu0169,14,6
Att00482,SM0000,Stu0169,16,6
Att00483,SM0000,Stu0169,3,10
Att00484,SM0000,Stu0169,21,7
Att00485,SM0000,Stu0170,16,7
Att00486,SM0000,Stu0170,1,6
Att00487,SM0000,Stu0170,17,8
Att00488,SM0000,Stu0170,21,7
Att00489,SM0000,Stu0171,13,6
Att00490,SM0000,Stu0172,9,5
Att00491,SM0000,Stu0172,13,8
Att00492,SM0000,Stu0173,5,9
Att00493,SM0000,Stu0174,7,7
Att00494,SM0000,Stu0175,15,6
Att00495,SM0000,Stu0175,16,9
Att00496,SM0000,Stu0175,14,5
Att00497,SM0000,Stu0175,2,5
Att00498,SM0000,Stu0176,16,9
Att00499,SM0000,Stu0176,10,6
Att00500,SM0000,Stu0176,21,3
Att00501,SM0000,Stu0177,6,10
Att00502,SM0000,Stu0177,4,8
Att00503,SM0000,Stu0177,3,8
Att00504,SM0000,Stu0178,5,6
Att00505,SM0000,Stu0178,9,7
Att00506,SM0000,Stu0178,4,2
Att00507,SM0000,Stu0178,7,8
Att00508,SM0000,Stu0178,10,5
Att00509,SM0000,Stu0179,9,6
Att00510,SM0000,Stu0179,11,6
Att00511,SM0000,Stu0179,10,6
Att00512,SM0000,Stu0179,19,9
Att00513,SM0000,Stu0180,10,8
Att00514,SM0000,Stu0180,27,3
Att00515,SM0000,Stu0180,5,9
Att00516,SM0000,Stu0180,26,3
Att00517,SM0000,Stu0181,15,7
Att00518,SM0000,Stu0181,6,9
Att00519,SM0000,Stu0181,25,1
Att00520,SM0000,Stu0181,13,7
Att00521,SM0000,Stu0182,21,8
Att00522,SM0000,Stu0182,10,8
Att00523,SM0000,Stu0182,8,5
Att00524,SM0000,Stu0183,8,9
Att00525,SM0000,Stu0184,15,7
Att00526,SM0000,Stu0184,31,10
Att00527,SM0000,Stu0184,9,7
Att00528,SM0000,Stu0185,2,10
Att00529,SM0000,Stu0185,5,5
Att00530,SM0000,Stu0185,9,6
Att00531,SM0000,Stu0186,11,8
Att00532,SM0000,Stu0186,27,8
Att00533,SM0000,Stu0186,26,9
Att00534,SM0000,Stu0186,4,5
Att00535,SM0000,Stu0187,5,5
Att00536,SM0000,Stu0187,4,6
Att00537,SM0000,Stu0187,1,7
Att00538,SM0000,Stu0188,3,3
Att00539,SM0000,Stu0188,1,9
Att00540,SM0000,Stu0188,6,6
Att00541,SM0000,Stu0188,5,10
Att00542,SM0000,Stu0188,2,6
Att00543,SM0000,Stu0189,6,9
Att00544,SM0000,Stu0189,1,5
Att00545,SM0000,Stu0190,2,7
Att00546,SM0000,Stu0190,6,7
Att00547,SM0000,Stu0191,3,3
Att00548,SM0000,Stu0191,2,2
Att00549,SM0000,Stu0191,4,10
Att00550,SM0000,Stu0192,3,7
Att00551,SM0000,Stu0193,17,9
Att00552,SM0000,Stu0194,11,5
Att00553,SM0000,Stu0194,16,5
Att00554,SM0000,Stu0194,5,5
Att00555,SM0000,Stu0194,15,7
Att00556,SM0000,Stu0195,28,7
Att00557,SM0000,Stu0195,18,8
Att00558,SM0000,Stu0195,31,10
Att00559,SM0000,Stu0196,4,3
Att00560,SM0000,Stu0196,11,5
Att00561,SM0000,Stu0197,3,4
Att00562,SM0000,Stu0197,4,1
Att00563,SM0000,Stu0197,5,10
Att00564,SM0000,Stu0197,2,9
Att00565,SM0000,Stu0198,3,3
Att00566,SM0000,Stu0198,10,5
Att00567,SM0000,Stu0198,2,1
Att00568,SM0000,Stu0199,1,9
Att00569,SM0000,Stu0199,4,7
Att00570,SM0000,Stu0199,2,4
Att00571,SM0001,Stu0000,13,7
Att00572,SM0001,Stu0000,8,5
Att00573,SM0001,Stu0000,6,8
Att00574,SM0001,Stu0000,11,10
Att00575,SM0001,Stu0000,17,6
Att00576,SM0001,Stu0001,7,9
Att00577,SM0001,Stu0001,13,9
Att00578,SM0001,Stu0001,5,10
Att00579,SM0001,Stu0002,2,2
Att00580,SM0001,Stu0002,4,8
Att00581,SM0001,Stu0002,12,7
Att00582,SM0001,Stu0002,11,5
Att00583,SM0001,Stu0003,6,7
Att00584,SM0001,Stu0003,4,9
Att00585,SM0001,Stu0003,1,8
Att00586,SM0001,Stu0003,2,4
Att00587,SM0001,Stu0004,28,10
Att00588,SM0001,Stu0004,14,7
Att00589,SM0001,Stu0004,24,3
Att00590,SM0001,Stu0005,9,7
Att00591,SM0001,Stu0005,1,6
Att00592,SM0001,Stu0005,6,10
Att00593,SM0001,Stu0005,11,10
Att00594,SM0001,Stu0005,4,3
Att00595,SM0001,Stu0006,7,5
Att00596,SM0001,Stu0006,18,8
Att00597,SM0001,Stu0006,17,8
Att00598,SM0001,Stu0007,18,5
Att00599,SM0001,Stu0008,15,8
Att00600,SM0001,Stu0009,7,6
Att00601,SM0001,Stu0010,4,5
Att00602,SM0001,Stu0010,6,5
Att00603,SM0001,Stu0011,3,5
Att00604,SM0001,Stu0012,17,8
Att00605,SM0001,Stu0012,5,9
Att00606,SM0001,Stu0013,14,10
Att00607,SM0001,Stu0014,13,6
Att00608,SM0001,Stu0014,14,5
Att00609,SM0001,Stu0015,3,7
Att00610,SM0001,Stu0016,21,4
Att00611,SM0001,Stu0016,11,8
Att00612,SM0001,Stu0017,17,6
Att00613,SM0001,Stu0017,1,9
Att00614,SM0001,Stu0017,12,7
Att00615,SM0001,Stu0017,3,6
Att00616,SM0001,Stu0018,17,8
Att00617,SM0001,Stu0018,13,5
Att00618,SM0001,Stu0018,9,5
Att00619,SM0001,Stu0018,12,9
Att00620,SM0001,Stu0019,1,6
Att00621,SM0001,Stu0019,8,5
Att00622,SM0001,Stu0019,14,5
Att00623,SM0001,Stu0020,16,8
Att00624,SM0001,Stu0020,6,6
Att00625,SM0001,Stu0021,17,10
Att00626,SM0001,Stu0021,2,3
Att00627,SM0001,Stu0022,5,7
Att00628,SM0001,Stu0022,4,1
Att00629,SM0001,Stu0022,1,9
Att00630,SM0001,Stu0022,6,10
Att00631,SM0001,Stu0022,3,7
Att00632,SM0001,Stu0023,26,3
Att00633,SM0001,Stu0023,12,6
Att00634,SM0001,Stu0023,6,9
Att00635,SM0001,Stu0023,31,4
Att00636,SM0001,Stu0023,7,5
Att00637,SM0001,Stu0024,2,7
Att00638,SM0001,Stu0024,4,1
Att00639,SM0001,Stu0024,14,7
Att00640,SM0001,Stu0024,8,5
Att00641,SM0001,Stu0025,18,8
Att00642,SM0001,Stu0026,4,9
Att00643,SM0001,Stu0026,27,2
Att00644,SM0001,Stu0026,18,6
Att00645,SM0001,Stu0026,15,5
Att00646,SM0001,Stu0026,10,10
Att00647,SM0001,Stu0027,29,9
Att00648,SM0001,Stu0028,24,7
Att00649,SM0001,Stu0028,21,9
Att00650,SM0001,Stu0028,7,9
Att00651,SM0001,Stu0028,2,9
Att00652,SM0001,Stu0029,21,10
Att00653,SM0001,Stu0029,26,2
Att00654,SM0001,Stu0029,8,10
Att00655,SM0001,Stu0029,10,7
Att00656,SM0001,Stu0029,20,6
Att00657,SM0001,Stu0030,18,6
Att00658,SM0001,Stu0030,21,7
Att00659,SM0001,Stu0030,3,9
Att00660,SM0001,Stu0030,14,9
Att00661,SM0001,Stu0031,7,10
Att00662,SM0001,Stu0032,27,9
Att00663,SM0001,Stu0033,2,8
Att00664,SM0001,Stu0033,8,10
Att00665,SM0001,Stu0033,1,8
Att00666,SM0001,Stu0033,7,9
Att00667,SM0001,Stu0034,7,8
Att00668,SM0001,Stu0035,24,5
Att00669,SM0001,Stu0035,21,4
Att00670,SM0001,Stu0035,20,5
Att00671,SM0001,Stu0036,14,7
Att00672,SM0001,Stu0037,26,4
Att00673,SM0001,Stu0038,6,8
Att00674,SM0001,Stu0038,7,9
Att00675,SM0001,Stu0039,3,9
Att00676,SM0001,Stu0039,9,10
Att00677,SM0001,Stu0039,10,7
Att00678,SM0001,Stu0039,19,10
Att00679,SM0001,Stu0040,5,10
Att00680,SM0001,Stu0040,6,5
Att00681,SM0001,Stu0040,3,8
Att00682,SM0001,Stu0040,7,6
Att00683,SM0001,Stu0040,10,10
Att00684,SM0001,Stu0041,3,1
Att00685,SM0001,Stu0042,11,8
Att00686,SM0001,Stu0042,12,8
Att00687,SM0001,Stu0042,1,6
Att00688,SM0001,Stu0042,8,9
Att00689,SM0001,Stu0043,11,9
Att00690,SM0001,Stu0043,1,10
Att00691,SM0001,Stu0043,7,9
Att00692,SM0001,Stu0043,4,6
Att00693,SM0001,Stu0043,3,6
Att00694,SM0001,Stu0044,10,7
Att00695,SM0001,Stu0044,8,5
Att00696,SM0001,Stu0044,19,8
Att00697,SM0001,Stu0044,13,6
Att00698,SM0001,Stu0044,18,5
Att00699,SM0001,Stu0045,5,6
